service	usage_type	item_description	name	unblended_cost
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtaudit1-prd swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtaudit2-prd swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtaudit3-prd swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtaudit4-prd swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtdat1-dev swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtdataone-dev swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtdataone-prd swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtdataone-stg swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtexpress-dev swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtexpress-prd-2a swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtexpress-prd-2c swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtexpress-stg swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtingest1-dev swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtinv-dev swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtinv-prd swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtinv-stg swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtinv2-prd swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtinv2-stg swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtistatus-dev swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtistatus-prd swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtistatus-stg swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtoai-dev swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtoai-prd swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtoai-stg swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtreplic1-dev swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtreplic1-prd swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtreplic2-dev swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtreplic2-prd swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtreplic2-stg swap 	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtstore-stg swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtstore1-prd swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtstore2-dev swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtstore2-prd swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtstore2-stg swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtsword-dev swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtsword-prd swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtsword-stg swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtui-dev swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtui01-prd swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtui01-stg swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtui02-prd swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtui02-stg swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtui03-prd swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtweb-dev swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtweb-prd swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtweb-stg swap	0.100000008
mrt	USW2-EBS:VolumeUsage	$0.05 per GB-month of Magnetic provisioned storage - US West (Oregon)	uc3-mrtweb2-stg swap	0.100000008
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtreplic2-dev /dev/xvda	0.0997829
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtweb-prd /dev/sdb	0.09883815
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtui02-prd /dev/xvda	0.0962624
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtstore1-prd /dev/xvda	0.0927388
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtstore2-prd /dev/xvda	0.0900799
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtexpress-dev	0.087470265
mrt	USW2-BoxUsage:t2.small	$0.0232 per On Demand Linux t2.small Instance Hour	uc3-mrtistatus-dev	0.087431947
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-ingest02-prd /dev/xvda	0.0831425
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-ingest01-prd /dev/xvda	0.0816168
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtweb-prd /dev/xvda	0.0814929
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-ingest03-prd /dev/xvda	0.08110215
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtui01-prd swap	0.0808504
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtexpress-dev /dev/sdb	0.078963285
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtsword-prd /dev/xvda	0.0764228
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtinv-prd /dev/xvda	0.0745416
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtaudit-stg /dev/xvda	0.06989265
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtinv2-prd /dev/xvda	0.0682427
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtreplic1-prd /dev/xvda	0.06727185
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtstore-stg /dev/xvda	0.0660746
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtstore2-stg /dev/xvda	0.0657861
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtreplic2-prd /dev/xvda	0.0655166
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtdataone-prd /dev/xvda	0.06418255
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtoai-prd /dev/xvda	0.06362375
mrt	USW2-DataTransfer-Regional-Bytes	$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB	uc3-mrtexpress-prd-2a	0.063185122
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtexpress-prd-2a /dev/sdb	0.06309975
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtexpress-prd-2c /dev/sdb	0.06293215
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtaudit4-prd /dev/sdb	0.0625496
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtreplic1-dev /dev/xvda	0.0611101
mrt	USW2-DataTransfer-Regional-Bytes	$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB	uc3-mrtinv-prd	0.060956078
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtoai-dev /dev/xvda	0.0571914
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtinv-dev /dev/xvda	0.05610235
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtaudit1-prd /dev/sdb	0.05606645
mrt	USW2-DataTransfer-Regional-Bytes	$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB	uc3-mrtsword-prd	0.055641411
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtexpress-prd-2a /dev/xvda	0.05472075
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-ingest02-stg /dev/xvda	0.0536402
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-ingest01-stg /dev/xvda	0.05290395
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtaudit3-prd /dev/sdb	0.05231575
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtsword-dev /dev/xvda	0.0521799
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtaudit-dev /dev/xvda	0.0512544
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtoai-stg /dev/xvda	0.05089205
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtingest1-dev /dev/xvda	0.0500077
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtistatus-prd /dev/xvda	0.04878805
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtexpress-prd-2c /dev/xvda	0.04841945
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtreplic2-stg /dev/xvda	0.047533
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtsword-stg /dev/xvda	0.0470214
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtreplic2-dev /dev/sdc	0.04648755
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtinv-stg /dev/xvda	0.0462966
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtui-dev /dev/xvda	0.044586
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtstore2-dev /dev/xvda	0.04080905
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtistatus-stg /dev/xvda	0.040365
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtweb-stg /dev/xvda	0.04005795
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtinv2-stg /dev/xvda	0.0379244
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtui02-stg /dev/xvda	0.03734745
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtui01-stg /dev/xvda	0.03732335
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtaudit2-prd /dev/sdb	0.03662685
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtweb-dev /dev/xvda	0.03642885
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtdataone-dev /dev/xvda	0.0357157
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtdataone-stg /dev/sdb	0.0350921
mrt	USW2-DataTransfer-Regional-Bytes	$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB	uc3-ingest03-prd	0.034430389
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtdataone-stg /dev/xvda	0.03407585
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtexpress-stg /dev/xvda	0.0333102
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtdat1-dev /dev/xvda	0.02879735
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtui03-prd swap	0.02536345
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtweb2-stg /dev/sdb	0.025115384
mrt	USW2-DataTransfer-Regional-Bytes	$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB	uc3-mrtexpress-prd-2c	0.024354895
mrt	USW2-DataTransfer-Out-Bytes	$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier	uc3-ingest01-prd	0.022739595
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtdataone-dev /dev/sdb	0.0200735
mrt	USW2-DataTransfer-Regional-Bytes	$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB	uc3-mrtreplic1-prd	0.019353529
mrt	USW2-DataTransfer-Regional-Bytes	$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB	uc3-mrtoai-prd	0.018313124
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtinv-stg /dev/sdb	0.0167541
mrt	USW2-DataTransfer-Regional-Bytes	$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB	uc3-mrtreplic2-dev	0.0160111
mrt	USW2-DataTransfer-Regional-Bytes	$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB	uc3-mrtaudit2-prd	0.015423562
mrt	USW2-DataTransfer-Regional-Bytes	$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB	uc3-mrtstore2-stg	0.014725473
mrt	USW2-DataTransfer-Regional-Bytes	$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB	uc3-mrtreplic2-prd	0.014533325
mrt	USW2-DataTransfer-Regional-Bytes	$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB	uc3-mrtdataone-prd	0.014201047
mrt	USW2-DataTransfer-Regional-Bytes	$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB	uc3-mrtistatus-prd	0.01414891
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtinv2-stg /dev/sdb	0.0140601
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtexpress-prd /dev/xvda	0.012659505
mrt	USW2-DataTransfer-Out-Bytes	$0.090 per GB - first 10 TB / month data transfer out beyond the global free tier	uc3-ingest02-prd	0.012469097
mrt	USW2-DataTransfer-Regional-Bytes	$0.010 per GB - regional data transfer - in/out/between EC2 AZs or using elastic IPs or ELB	uc3-mrtoai-stg	0.012131201
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtoai-stg /dev/sdb	0.01167925
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtinv-dev /dev/sdb	0.0116097
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtui02-prd swap	0.010665
mrt	USW2-EBS:SnapshotUsage	$0.05 per GB-Month of snapshot data stored - US West (Oregon)	uc3-mrtexpress-prd /dev/sdb	0.010639648
mrt	USW2-EBS:VolumeIOUsage	$0.05 per 1 million I/O requests - US West (Oregon)	uc3-mrtui-dev /dev/sdb	0.01042515
